Date,Close,Volume,Open,High,Low
01/24/2023,41.96,2568888,43.08,43.48,41.44
01/23/2023,44.04,5096410,42.36,44.24,40.84
01/20/2023,41.04,3799830,42.76,43.48,40.72
01/19/2023,42.04,3229530,42.84,43.40,41.88
01/18/2023,42.48,4764598,43.32,44.3188,42.32
01/17/2023,46.20,4220100,46.476,47.16,45.00
01/13/2023,44.12,3588185,45.16,46.20,43.10
01/12/2023,47.04,2836428,49.84,50.20,46.72
01/11/2023,46.88,5276798,46.36,47.16,43.56
01/10/2023,45.72,3808258,46.76,47.42,45.16
01/09/2023,49.72,3134830,49.28,52.50,49.00
01/06/2023,47.56,3336765,47.44,48.82,46.68
01/05/2023,47.84,4459948,48.72,49.16,46.48
01/04/2023,52.92,1571171,51.92,53.64,50.92
01/03/2023,51.12,2548715,51.24,52.32,49.62
12/30/2022,56.40,2062751,56.20,57.76,55.68
12/29/2022,58.16,1944515,57.676,58.48,56.24
12/28/2022,60.20,2493977,59.24,60.48,56.76
12/27/2022,64.48,1750708,64.40,65.48,63.52
12/23/2022,63.64,2062968,61.40,65.28,61.32
12/22/2022,63.24,2775503,66.04,67.72,62.40
12/21/2022,67.40,1643921,68.44,68.96,65.78
12/20/2022,66.44,2324929,67.32,67.68,65.64
12/19/2022,72.00,1856433,74.28,75.28,71.60
12/16/2022,80.40,1502173,78.84,81.62,78.5604
12/15/2022,83.68,2022960,80.68,85.32,78.86
12/14/2022,77.88,1940100,80.40,81.3616,77.36
12/13/2022,85.08,2142296,85.16,86.68,83.00
12/12/2022,79.64,1930126,83.68,84.0424,79.32
12/09/2022,77.04,2329690,77.08,77.92,73.96
12/08/2022,73.00,1485229,71.44,75.156,71.116
12/07/2022,70.96,2309686,68.48,71.32,65.88
12/06/2022,65.56,2164873,67.40,68.72,65.20
12/05/2022,68.40,3442530,70.96,71.54,68.04
12/02/2022,76.32,2789965,79.00,81.44,75.86
12/01/2022,83.48,1820003,86.60,87.44,81.80
11/30/2022,84.88,1771507,88.60,88.72,83.00
11/29/2022,88.56,1233850,88.20,90.40,86.44
11/28/2022,89.44,1651071,86.12,90.00,86.00
11/25/2022,90.80,774330,92.20,94.44,90.48
11/23/2022,94.04,1975077,98.46,98.52,92.44
11/22/2022,91.40,1424798,86.48,92.00,85.72
11/21/2022,87.16,1318541,85.12,88.60,84.88
11/18/2022,82.24,2138921,78.80,83.16,78.70
11/17/2022,82.40,1566236,82.36,84.20,80.40
11/16/2022,80.36,2303575,75.36,80.72,74.32
11/15/2022,79.08,1891359,76.52,79.28,75.48
11/14/2022,78.08,2888375,82.28,82.76,76.16
11/11/2022,76.64,2940340,81.68,84.00,74.6788
11/10/2022,79.52,1467344,78.44,80.8944,76.88
11/09/2022,76.64,2285174,75.64,77.888,73.88
11/08/2022,80.80,2276246,82.48,82.48,78.36
11/07/2022,86.80,2470541,90.12,93.28,84.88
11/04/2022,83.28,1923327,78.80,84.08,76.28
11/03/2022,76.40,1353176,78.52,79.60,75.92
11/02/2022,79.64,1291011,79.28,81.36,78.2004
11/01/2022,75.36,2356355,77.32,77.68,72.5604
10/31/2022,81.52,2199162,81.08,82.32,78.60
10/28/2022,74.76,1626670,73.44,74.96,71.64
10/27/2022,75.64,1663876,77.72,78.88,73.72
10/26/2022,79.32,1864337,76.40,79.94,76.3604
10/25/2022,80.00,2039152,75.80,80.04,75.4176
10/24/2022,74.32,1876732,72.36,75.44,72.3296
10/21/2022,71.28,2021882,71.44,72.04,69.64
10/20/2022,75.32,1647448,75.24,77.04,74.36
10/19/2022,76.28,1512959,77.48,78.52,76.20
10/18/2022,80.16,1287509,83.72,84.5416,79.44
10/17/2022,83.36,1386538,83.28,84.68,82.48
10/14/2022,89.44,772428,90.48,90.80,88.54
10/13/2022,92.16,1106052,89.16,93.28,87.92
10/12/2022,88.44,1082883,92.60,93.12,88.16
10/11/2022,90.48,987049,90.76,91.86,88.40
10/10/2022,89.80,1284390,94.24,94.96,88.28
10/07/2022,91.76,1102652,93.76,95.32,91.52
10/06/2022,95.36,1171772,96.84,98.08,94.56
10/05/2022,95.76,1190516,95.88,96.20,94.2428
10/04/2022,93.96,1352594,90.80,94.76,90.40
10/03/2022,89.84,1472544,89.08,90.12,86.80
09/30/2022,93.52,1058672,93.12,96.92,92.32
09/29/2022,94.80,1156655,93.40,96.04,90.60
09/28/2022,96.36,1156640,92.00,96.72,91.08
09/27/2022,93.64,1464086,94.28,97.04,92.76
09/26/2022,96.84,1205827,93.32,97.44,92.12
09/23/2022,96.28,1769400,95.00,98.92,94.48
09/22/2022,100.60,904348,106.12,106.48,98.64
09/21/2022,107.88,788160,109.84,109.84,104.72
09/20/2022,106.68,688526,107.72,110.56,105.96
09/19/2022,109.40,1056491,105.76,109.60,105.56
09/16/2022,107.80,1123587,110.72,111.642,106.88
09/15/2022,114.64,1613837,117.20,118.16,113.5248
09/14/2022,125.80,1754878,121.64,127.76,119.72
09/13/2022,116.52,1062979,115.00,116.96,112.80
09/12/2022,116.04,1306380,110.84,116.2824,110.84
09/09/2022,111.56,906680,110.96,111.64,109.16
09/08/2022,110.12,1072680,110.40,111.60,108.7964
09/07/2022,108.04,1509203,110.12,111.32,107.84
09/06/2022,111.20,1980601,115.40,117.52,108.32
09/02/2022,122.84,2359846,124.48,124.56,119.24
09/01/2022,126.96,1512517,128.12,129.88,126.16
08/31/2022,126.60,1373349,123.32,128.36,122.24
08/30/2022,125.60,1189508,124.76,126.9596,122.56
08/29/2022,127.76,1369472,126.80,132.08,126.08
08/26/2022,127.96,1356813,131.64,133.36,126.76
08/25/2022,129.20,1053068,128.84,129.92,126.48
08/24/2022,127.44,1839709,127.48,130.12,125.32
08/23/2022,128.04,3018665,136.20,138.00,124.72
08/22/2022,135.16,1618023,135.56,135.72,130.20
08/19/2022,128.20,1385309,125.44,129.48,124.88
08/18/2022,127.04,2577203,127.52,133.2396,122.88
08/17/2022,127.52,1319979,130.52,130.60,125.84
08/16/2022,129.08,2059178,127.20,129.88,124.56
08/15/2022,122.24,1604443,116.72,123.28,115.92
08/12/2022,121.04,1220172,122.04,123.04,119.60
08/11/2022,120.44,2055432,116.36,124.04,113.96
08/10/2022,113.56,2210227,108.04,114.04,107.32
08/09/2022,107.84,1215808,107.32,108.88,106.08
08/08/2022,105.12,1225340,105.84,107.40,104.04
08/05/2022,110.28,1102441,110.52,113.76,109.80
08/04/2022,112.68,2363903,112.12,113.52,107.80
08/03/2022,114.12,3229318,105.64,116.92,104.24
08/02/2022,105.64,2257213,108.04,109.44,105.20
08/01/2022,114.00,2601518,108.68,114.48,107.52
07/29/2022,114.48,1835465,114.84,115.36,110.48
07/28/2022,113.36,1755682,118.16,122.20,111.80
07/27/2022,118.96,1677231,119.56,120.68,115.12
07/26/2022,120.48,3019295,125.92,126.08,119.48
07/25/2022,118.84,1617649,114.76,120.08,113.36
07/22/2022,113.20,1623719,111.44,114.32,111.08
07/21/2022,108.08,1261327,106.00,110.996,104.44
07/20/2022,107.12,1615648,101.80,109.32,99.84
07/19/2022,99.72,1252729,98.12,101.20,97.56
07/18/2022,101.36,1166383,99.96,102.8432,99.68
07/15/2022,96.96,988975,90.44,97.12,89.28
07/14/2022,90.80,1279079,92.40,93.36,89.04
07/13/2022,89.72,1607097,88.84,92.5196,87.36
07/12/2022,84.84,2487574,90.08,90.44,81.84
07/11/2022,88.12,1539958,89.92,90.40,86.48
07/08/2022,82.28,1034888,84.04,85.72,81.84
07/07/2022,84.56,2279110,78.72,86.80,78.00
07/06/2022,75.40,990974,76.08,76.4396,73.20
07/05/2022,74.64,1776749,75.96,78.08,73.40
07/01/2022,77.24,1591521,79.48,80.44,76.72
06/30/2022,76.04,3594913,88.72,89.7708,73.12
06/29/2022,87.48,1325446,91.40,92.24,87.44
06/28/2022,90.60,1554867,90.36,91.64,88.16
06/27/2022,88.44,1426037,83.24,89.72,83.16
06/24/2022,85.16,1097198,84.52,87.04,83.60
06/23/2022,85.36,1494245,91.72,92.36,84.88
06/22/2022,92.84,805039,91.20,94.52,90.56
06/21/2022,92.80,1564353,90.88,94.52,90.00
06/17/2022,94.72,1792445,99.68,100.20,92.80
06/16/2022,101.08,1642989,107.16,108.66,99.376
06/15/2022,101.80,1263654,102.48,104.36,99.12
06/14/2022,98.88,4584328,107.24,107.72,95.04
06/13/2022,117.64,1690608,120.44,120.88,113.72
06/10/2022,118.88,1478132,118.76,121.12,116.96
06/09/2022,121.48,2904190,109.60,122.472,108.80
06/08/2022,117.64,3678990,128.72,131.08,114.40
06/07/2022,126.88,1524275,126.20,127.96,125.24
06/06/2022,126.92,1964445,123.84,127.48,122.40
06/03/2022,115.84,1189334,115.68,116.68,113.8276
06/02/2022,115.16,2021878,121.52,121.7976,113.72
06/01/2022,119.16,2178045,115.80,119.28,114.76
05/31/2022,111.64,1874972,115.88,116.52,110.16
05/27/2022,118.32,1708986,114.04,119.42,112.42
05/26/2022,118.92,2010993,122.68,128.12,117.0416
05/25/2022,122.12,2174193,125.20,127.96,120.44
05/24/2022,120.48,1413293,120.00,121.1504,118.12
05/23/2022,120.28,1767202,111.64,120.84,111.32
05/20/2022,110.92,1378329,109.92,112.40,109.80
05/19/2022,111.92,1105303,112.80,116.52,111.6524
05/18/2022,113.96,1225807,115.36,116.36,112.52
05/17/2022,113.76,1409980,113.56,114.76,111.56
05/16/2022,109.60,1552302,111.00,112.24,105.32
05/13/2022,105.08,1104225,107.20,107.24,103.24
05/12/2022,105.92,1381521,102.52,106.96,102.16
05/11/2022,105.52,1653656,104.32,106.04,103.40
05/10/2022,99.16,3419183,92.76,102.52,92.68
05/09/2022,97.24,2937665,104.72,104.84,95.68
05/06/2022,110.72,2604098,117.16,117.3596,109.32
05/05/2022,120.40,2391883,114.76,120.96,111.48
05/04/2022,116.04,1759513,115.12,116.40,113.48
05/03/2022,107.16,2023743,109.24,112.20,107.00
05/02/2022,104.00,1244612,101.64,104.28,101.16
04/29/2022,100.00,1651564,97.48,100.72,96.36
04/28/2022,95.40,1857142,98.28,98.72,94.52
04/27/2022,100.76,2895700,98.16,103.24,97.36
04/26/2022,95.28,3245273,96.52,98.16,93.32
04/25/2022,96.88,2555285,90.92,97.68,90.78
04/22/2022,90.80,2138533,95.52,96.60,90.18
04/21/2022,96.80,2460824,98.72,99.48,93.88
04/20/2022,96.00,2703020,99.16,99.60,94.72
04/19/2022,99.96,3981298,100.32,101.20,96.88
04/18/2022,108.52,5053643,105.56,112.60,105.56
04/14/2022,102.40,3357070,97.92,102.54,97.08
04/13/2022,98.48,3141955,94.80,98.96,94.64
04/12/2022,93.60,3312278,93.72,96.92,92.16
04/11/2022,93.20,2185214,91.84,93.36,90.72
04/08/2022,88.36,2131305,89.76,90.16,87.3356
04/07/2022,89.48,4221773,85.00,89.88,83.76
04/06/2022,84.92,3948223,87.40,88.76,83.76
04/05/2022,84.24,2801908,83.00,86.5364,82.96
04/04/2022,80.20,1481129,80.36,81.72,79.28
04/01/2022,79.68,1406591,78.80,80.66,78.20
03/31/2022,78.88,2505268,78.68,81.40,78.44
03/30/2022,77.52,1667034,75.96,78.48,75.84
03/29/2022,74.40,1486371,76.60,76.68,74.28
03/28/2022,76.88,1266310,76.76,78.20,76.62
03/25/2022,77.96,1972682,78.16,78.44,76.46
03/24/2022,75.88,2025833,72.88,76.88,71.40
03/23/2022,72.12,1286175,73.96,74.52,71.80
03/22/2022,72.36,1315192,71.92,73.20,70.80
03/21/2022,69.76,775233,67.32,69.92,66.88
03/18/2022,68.88,1079601,69.44,69.44,68.08
03/17/2022,69.48,1408358,68.40,70.24,68.28
03/16/2022,66.76,1140575,66.36,67.16,65.28
03/15/2022,64.84,871400,63.24,65.20,62.76
03/14/2022,65.88,1121124,65.88,66.16,64.2396
03/11/2022,67.16,1011944,66.72,67.56,65.84
03/10/2022,65.28,979467,64.40,65.7996,64.08
03/09/2022,63.64,2070335,64.04,64.6004,63.28
03/08/2022,64.28,2881178,64.36,66.208,63.52
03/07/2022,67.80,2091591,69.88,70.20,67.32
03/04/2022,69.36,2426471,68.04,71.04,67.96
03/03/2022,66.56,2248041,65.92,67.96,65.16
03/02/2022,68.08,2411206,67.32,69.16,65.50
03/01/2022,64.44,1822312,62.84,65.20,62.64
02/28/2022,61.84,1573839,63.00,63.40,61.52
02/25/2022,63.28,1839090,63.80,64.14,62.20
02/24/2022,65.16,3283118,67.92,68.92,64.72
02/23/2022,64.48,2176838,64.04,65.9996,63.88
02/22/2022,62.68,2062766,63.96,64.66,62.12
02/18/2022,61.64,2567100,64.32,64.36,61.28
02/17/2022,62.68,1427847,63.28,64.40,61.20
02/16/2022,63.28,2791608,62.04,64.68,61.72
02/15/2022,60.48,2044705,60.08,60.78,58.58
02/14/2022,58.20,1957512,57.12,58.92,56.84
02/11/2022,55.80,4205735,54.48,56.56,54.28
02/10/2022,55.56,1618682,54.96,56.00,54.36
02/09/2022,56.20,2192670,56.60,56.88,55.76
02/08/2022,58.88,1728217,60.36,61.06,58.68
02/07/2022,59.96,2996773,60.24,60.88,57.68
02/04/2022,63.36,2671220,67.24,68.6404,62.82
02/03/2022,68.96,2801553,67.88,70.28,67.48
02/02/2022,75.92,5397148,74.68,78.00,73.56
02/01/2022,68.40,2379013,66.60,68.4796,65.08
01/31/2022,68.04,2873258,67.76,69.64,65.72
01/28/2022,65.08,5042530,66.88,67.90,64.2004
01/27/2022,60.80,3643828,57.00,61.84,56.64
01/26/2022,55.92,2460028,57.88,57.96,55.64
01/25/2022,54.28,1188628,53.96,54.84,53.34
01/24/2022,53.28,1594320,53.52,54.80,53.08
01/21/2022,52.40,2380344,52.12,53.60,51.52
01/20/2022,51.32,1925417,52.16,52.3848,50.84
01/19/2022,53.80,2456852,57.16,57.20,53.66
01/18/2022,57.32,1888681,57.56,57.92,56.14
01/14/2022,56.68,1521036,55.84,57.24,55.44
01/13/2022,56.80,3431800,59.64,60.24,56.60
01/12/2022,63.88,4718580,60.88,64.76,60.08
01/11/2022,56.28,1809288,53.92,56.56,53.58
01/10/2022,54.96,2742890,54.76,55.24,52.84
01/07/2022,52.08,1744017,51.72,52.84,51.40
01/06/2022,51.20,1467688,51.16,51.52,50.56
01/05/2022,51.20,1519411,50.96,51.722,50.00
01/04/2022,49.76,1883424,50.88,51.12,49.2932
01/03/2022,51.08,1654079,49.80,51.24,48.34
12/31/2021,49.96,1870196,49.20,50.36,48.16
12/30/2021,47.68,2956793,49.92,50.16,47.02
12/29/2021,50.96,2068761,52.24,53.08,50.68
12/28/2021,51.76,1442019,50.80,52.20,50.56
12/27/2021,52.16,2990795,49.92,52.7592,49.88
12/23/2021,48.40,3378658,48.24,49.12,46.76
12/22/2021,50.88,1075419,51.68,52.22,50.80
12/21/2021,50.04,1321325,49.92,50.96,49.64
12/20/2021,50.04,1498287,50.40,51.04,49.30
12/17/2021,48.16,1190727,48.32,49.90,47.96
12/16/2021,49.36,1634411,50.76,51.196,48.84
12/15/2021,49.80,1644003,51.08,51.36,49.56
12/14/2021,49.80,1643896,49.40,50.04,48.34
12/13/2021,50.20,2468028,52.80,53.30,49.40
12/10/2021,50.84,1979077,50.76,51.92,50.12
12/09/2021,49.52,1809133,50.16,51.40,49.364
12/08/2021,50.00,1872429,51.12,51.12,49.88
12/07/2021,48.88,1923815,48.98,50.16,48.06
12/06/2021,48.20,3450910,48.84,49.14,47.60
12/03/2021,53.32,2436642,54.12,55.72,53.28
12/02/2021,53.84,3292693,56.00,56.52,53.00
12/01/2021,55.64,3561128,57.60,57.94,55.32
11/30/2021,60.32,3600958,59.16,61.42,58.76
11/29/2021,63.52,2842218,63.48,64.84,63.16
11/26/2021,69.76,1717683,70.12,70.16,67.12
11/24/2021,66.80,1598527,66.92,68.20,66.20
11/23/2021,66.92,1791501,66.08,67.4572,65.368
11/22/2021,63.76,2528070,62.44,64.48,62.30
11/19/2021,66.92,2002756,66.16,68.6396,65.16
11/18/2021,65.48,1176094,67.00,67.28,64.92
11/17/2021,65.20,1816675,66.24,67.00,64.28
11/16/2021,68.72,2121017,70.12,71.92,68.32
11/15/2021,67.16,2265465,65.28,67.5596,64.458
11/12/2021,64.28,2793308,67.00,67.60,63.48
11/11/2021,68.48,2411294,66.16,69.12,65.48
11/10/2021,65.52,2805560,63.68,66.20,63.14
11/09/2021,66.24,3966453,68.20,68.88,65.6388
11/08/2021,72.28,2172831,74.16,74.76,72.20
11/05/2021,75.04,1721582,74.20,75.3596,73.48
11/04/2021,76.12,2276588,77.36,78.10,73.96
11/03/2021,77.76,2183889,74.28,77.80,73.76
11/02/2021,73.68,2773618,72.40,74.32,71.80
11/01/2021,69.56,2610430,70.64,71.64,68.36
10/29/2021,73.84,2678313,74.36,75.10,72.20
10/28/2021,77.12,2652853,78.88,79.92,76.34
10/27/2021,81.80,3056473,82.44,83.88,78.96
10/26/2021,79.76,2970023,77.72,80.96,76.60
10/25/2021,81.60,3444685,78.40,82.28,78.16
10/22/2021,73.52,1726413,74.24,74.68,71.68
10/21/2021,72.64,1664155,71.80,72.80,70.04
10/20/2021,72.68,1611460,69.60,73.28,69.36
10/19/2021,71.12,1814558,68.76,71.60,68.52
10/18/2021,69.80,3196168,72.92,73.38,69.68
10/15/2021,75.36,1793590,76.80,77.80,75.00
10/14/2021,78.44,2060312,80.20,82.28,77.5196
10/13/2021,78.24,2561775,74.92,78.72,74.08
10/12/2021,75.44,2553015,73.40,76.40,73.08
10/11/2021,74.64,3068038,74.52,75.90,73.44
10/08/2021,77.52,2016333,78.20,78.68,76.80
10/07/2021,79.60,2889195,78.04,80.1544,75.56
10/06/2021,79.00,5111608,81.44,81.88,78.32
10/05/2021,87.12,5028483,84.24,88.40,84.18
10/04/2021,81.56,4476465,81.88,83.84,79.56
10/01/2021,77.12,3380748,78.64,79.68,76.96
09/30/2021,80.64,6253810,76.52,81.56,76.04
09/29/2021,75.36,3105928,77.60,78.28,75.02
09/28/2021,80.56,7566623,82.20,84.46,78.16
09/27/2021,81.24,4431400,76.76,81.56,76.00
09/24/2021,72.32,1147074,70.96,72.54,69.84
09/23/2021,70.52,1622544,67.92,70.64,67.92
09/22/2021,66.60,859432,66.92,67.84,66.56
09/21/2021,67.48,1438037,67.88,68.16,65.96
09/20/2021,69.00,1687329,70.84,72.08,68.44
09/17/2021,70.60,2083303,72.64,73.30,70.44
09/16/2021,73.88,2273450,75.24,75.6796,73.12
09/15/2021,76.28,3014113,77.48,78.84,74.06
09/14/2021,73.88,1576764,73.68,74.56,72.68
09/13/2021,72.40,1337628,71.76,73.84,71.6892
09/10/2021,69.40,1001691,69.88,69.88,68.60
09/09/2021,69.96,1786015,68.28,70.44,67.32
09/08/2021,68.72,2885668,67.64,69.92,67.12
09/07/2021,63.88,805489,65.12,65.28,63.68
09/03/2021,65.68,647861,65.52,65.84,65.04
09/02/2021,64.76,1235099,64.88,65.99,64.32
09/01/2021,64.40,2072908,62.20,65.68,62.12
08/31/2021,61.28,657188,59.68,61.68,59.54
08/30/2021,60.36,870732,59.48,60.64,58.96
08/27/2021,61.36,1095865,60.68,61.42,60.36
08/26/2021,58.80,1804957,56.00,59.28,55.94
08/25/2021,55.00,878035,54.92,56.12,54.48
08/24/2021,54.68,266274,54.96,55.10,54.5188
08/23/2021,55.28,383773,54.48,55.42,54.08
08/20/2021,53.92,382902,55.12,55.32,53.80
08/19/2021,54.08,790377,53.00,54.36,52.40
08/18/2021,53.56,581554,54.04,54.20,53.12
08/17/2021,53.72,782227,54.16,54.32,53.32
08/16/2021,55.40,439516,55.16,55.88,55.128
08/13/2021,54.00,517913,54.96,55.40,53.96
08/12/2021,54.84,859445,56.20,56.60,54.68
08/11/2021,56.88,417740,55.96,57.16,55.84
08/10/2021,57.56,340691,57.40,57.84,57.04
08/09/2021,56.60,452638,57.20,57.3196,56.0904
08/06/2021,57.92,440573,58.20,58.76,57.72
08/05/2021,58.36,538191,58.60,58.92,57.96
08/04/2021,58.28,598866,57.64,58.98,57.64
08/03/2021,57.00,540998,56.16,57.16,56.00
08/02/2021,55.44,444573,55.88,56.66,55.08
07/30/2021,55.04,583361,54.72,55.16,54.08
07/29/2021,56.76,608319,56.00,57.44,55.78
07/28/2021,55.40,528107,55.72,56.44,55.1664
07/27/2021,54.96,638052,56.16,56.32,54.96
07/26/2021,56.96,708252,57.72,57.90,56.28
07/23/2021,56.28,345801,55.88,56.82,55.80
07/22/2021,55.80,598855,54.76,55.88,54.36
07/21/2021,54.68,438837,54.52,55.32,54.48
07/20/2021,54.36,629796,53.68,54.36,53.36
07/19/2021,52.60,766331,52.48,52.76,51.76
07/16/2021,51.32,392958,51.24,51.46,50.92
07/15/2021,50.60,510023,51.00,51.4724,50.36
07/14/2021,51.20,442377,52.04,52.10,50.64
07/13/2021,51.64,375364,51.56,52.00,51.32
07/12/2021,52.40,513117,52.28,52.5952,51.76
07/09/2021,51.56,351993,51.72,52.02,51.28
07/08/2021,51.44,934725,50.24,51.96,50.20
07/07/2021,50.16,939431,50.36,50.46,49.20
07/06/2021,51.44,554153,51.24,51.60,50.42
07/02/2021,51.64,532884,51.28,52.26,51.04
07/01/2021,51.16,702011,51.56,51.64,50.16
06/30/2021,52.32,959147,51.84,53.28,50.36
06/29/2021,51.20,1408457,52.04,53.24,50.68
06/28/2021,50.28,1020517,50.40,51.0344,50.12
06/25/2021,49.28,609422,48.44,49.28,48.40
06/24/2021,48.04,572871,46.68,48.34,46.60
06/23/2021,46.56,755803,47.04,47.60,46.56
06/22/2021,45.88,313400,45.80,46.036,45.60
06/21/2021,45.04,364317,44.48,45.20,44.28
06/18/2021,45.24,223924,45.20,45.8796,45.16
06/17/2021,45.68,436361,45.16,45.8796,44.8868
06/16/2021,45.72,295794,45.12,46.06,45.04
06/15/2021,45.20,651880,46.88,47.1244,45.20
06/14/2021,47.24,523992,46.52,47.28,46.04
06/11/2021,46.16,1151341,45.80,46.80,45.76
06/10/2021,44.36,341890,44.48,44.96,44.04
06/09/2021,44.36,268685,44.48,44.56,43.94
06/08/2021,44.00,660262,44.76,44.9544,43.88
06/07/2021,43.28,358958,42.92,43.44,42.88
06/04/2021,43.56,347402,42.88,43.9124,42.5528
06/03/2021,43.04,388585,42.92,43.28,42.68
06/02/2021,43.16,322550,43.60,43.80,42.8816
06/01/2021,43.68,952814,43.68,44.32,43.48
05/28/2021,42.08,409968,42.52,42.56,41.94
05/27/2021,41.64,461732,42.20,42.40,41.008
05/26/2021,42.48,644423,42.16,42.84,41.8476
05/25/2021,42.16,293543,41.96,42.16,41.604
05/24/2021,41.68,439368,41.28,41.76,41.16
05/21/2021,41.84,341890,41.84,42.04,41.68
05/20/2021,42.36,669131,42.44,42.4756,41.80
05/19/2021,42.68,505886,42.80,43.00,42.2824
05/18/2021,43.24,552353,43.96,43.96,43.20
05/17/2021,44.64,1129687,44.64,45.1196,44.36
05/14/2021,42.56,350277,42.76,42.78,42.24
05/13/2021,42.60,321428,42.20,42.96,42.08
05/12/2021,42.72,497142,42.28,42.80,42.24
05/11/2021,42.36,362703,41.38,42.52,41.32
05/10/2021,42.00,395871,41.72,42.12,41.68
05/07/2021,42.36,833001,41.96,42.84,41.64
05/06/2021,42.12,397064,42.00,42.56,41.684
05/05/2021,42.24,129177,42.60,42.66,41.76
05/04/2021,42.64,505151,42.48,42.64,42.02
05/03/2021,42.52,445150,42.20,42.64,41.98
04/30/2021,42.04,293046,42.28,42.36,41.92
04/29/2021,41.68,447946,42.40,42.44,41.32
04/28/2021,42.32,564881,42.60,42.8396,42.08
04/27/2021,42.08,820119,41.68,42.24,41.68
04/26/2021,41.24,576186,39.84,41.32,39.80
04/23/2021,40.24,330116,40.44,40.76,40.24
04/22/2021,40.60,842326,39.48,40.9928,39.44
04/21/2021,39.80,319822,39.64,39.88,39.40
04/20/2021,40.16,380254,40.20,40.40,40.12
04/19/2021,40.36,589968,39.76,40.44,39.72
04/16/2021,39.52,304667,39.44,39.56,39.24
04/15/2021,39.20,617172,38.40,39.4804,38.20
04/14/2021,38.52,349034,38.80,38.96,38.44
04/13/2021,38.60,638649,38.28,38.8796,38.24
04/12/2021,37.68,607480,38.00,38.04,37.30
04/09/2021,37.12,327950,37.52,37.56,37.08
04/08/2021,37.12,620352,37.16,37.32,36.74
04/07/2021,37.00,734330,36.76,37.50,36.6404
04/06/2021,36.24,952473,37.68,37.68,36.16
04/05/2021,37.00,934477,38.04,38.04,36.68
04/01/2021,38.80,679434,38.88,39.20,38.36
03/31/2021,38.32,389355,38.20,38.64,37.96
03/30/2021,38.64,511329,38.72,39.00,38.28
03/29/2021,38.92,473599,38.64,39.144,38.08
03/26/2021,38.64,381988,38.80,38.88,38.44
03/25/2021,38.56,555315,38.00,38.76,37.60
03/24/2021,37.80,319202,38.00,38.236,37.76
03/23/2021,37.68,731163,38.16,38.44,37.60
03/22/2021,38.48,672762,37.84,38.74,37.76
03/19/2021,37.96,656977,36.80,37.96,36.7196
03/18/2021,37.16,862930,36.36,37.64,36.26
03/17/2021,37.72,874940,37.88,38.0468,37.20
03/16/2021,38.20,706411,37.56,38.30,37.48
03/15/2021,37.40,1271007,37.68,37.72,37.04
03/12/2021,38.76,1175239,39.68,39.932,38.60
03/11/2021,39.88,813770,39.84,40.32,39.40
03/10/2021,40.12,696755,39.32,40.44,39.12
03/09/2021,39.88,602769,39.56,40.20,39.36
03/08/2021,39.76,798569,39.44,39.88,39.26
03/05/2021,40.32,673607,41.08,41.16,40.08
03/04/2021,41.04,1360881,41.44,41.60,40.16
03/03/2021,42.00,669941,42.60,42.68,41.94
03/02/2021,42.56,1102845,41.92,42.68,41.76
03/01/2021,41.48,563269,41.00,41.68,40.96
02/26/2021,41.28,906390,40.92,41.62,40.64
02/25/2021,41.24,1224903,41.56,42.28,41.24
02/24/2021,41.92,917202,42.40,42.60,41.72
02/23/2021,42.76,1122628,43.08,43.20,42.48
02/22/2021,43.72,1362849,43.36,44.20,42.96
02/19/2021,44.64,1166546,44.88,45.20,44.36
02/18/2021,43.96,1630493,44.76,44.80,43.84
02/17/2021,45.20,2065105,44.32,45.48,43.96
02/16/2021,44.40,2418121,45.16,45.20,43.40
02/12/2021,42.68,887157,42.32,43.48,41.84
02/11/2021,41.76,2091284,43.96,44.0756,41.64
02/10/2021,43.40,1428796,42.04,43.52,41.80
02/09/2021,41.24,896924,41.28,41.76,40.92
02/08/2021,42.36,1178338,42.32,42.56,41.68
02/05/2021,42.12,2064793,44.60,44.64,41.78
02/04/2021,43.36,1931354,41.04,43.60,40.72
02/03/2021,40.56,1369440,41.48,41.58,40.24
02/02/2021,41.56,2080615,43.64,43.72,41.20
02/01/2021,41.28,2674628,41.12,42.00,40.8804
01/29/2021,37.64,1401835,38.84,39.48,37.48
01/28/2021,39.32,1652764,39.08,39.48,37.96
01/27/2021,39.28,1526449,39.36,40.16,39.06
01/26/2021,38.68,880474,38.36,38.76,37.92
01/25/2021,38.16,1357281,37.36,38.24,37.20
01/22/2021,36.04,1310314,36.08,36.40,35.80
01/21/2021,36.76,1234101,36.40,36.80,36.0988
01/20/2021,37.12,1309838,36.44,37.44,36.08
01/19/2021,37.04,1796809,37.60,37.74,36.76
01/15/2021,39.84,1236721,40.32,40.36,39.20
01/14/2021,38.72,1506316,39.68,40.40,38.56
01/13/2021,39.76,1435184,39.92,40.72,39.24
01/12/2021,39.68,1660243,41.32,41.56,39.40
01/11/2021,40.40,1507294,38.04,40.70,37.96
01/08/2021,39.00,985861,38.60,39.52,38.32
01/07/2021,38.80,1146637,39.36,39.88,38.72
01/06/2021,39.32,1213102,38.56,40.12,38.56
01/05/2021,39.12,1484141,38.96,39.56,38.74
01/04/2021,37.80,1085232,38.00,38.28,37.18
12/31/2020,36.80,1219383,35.88,36.88,35.36
12/30/2020,35.16,893390,35.40,35.72,34.60
